Message,Type,Severity,Security Category,Hotspot Priority,Rule Key,Rule Name,File Name,File Line,Impact MAINTAINABILITY,Impact RELIABILITY,Impact SECURITY
Array index out of bounds: int i = 0;,VULNERABILITY,BLOCKER,,,external_AI-Triage-v8:AI-TRIAGE:c_S3519,AI-Triage-v8:AI-TRIAGE:c_S3519,lib/ip.h,306,MEDIUM,,
Function declared implicitly: while (len),CODE_SMELL,MAJOR,,,external_AI-Triage-v8:AI-TRIAGE:c_S924,AI-Triage-v8:AI-TRIAGE:c_S924,nest/a-path.c,34,MEDIUM,,
FIXME comment — developer-flagged unsafe code: FIXME: this should be called from sock code,CODE_SMELL,MAJOR,,,external_AI-Triage-v8:AI-TRIAGE:cpp_fixme_comment,AI-Triage-v8:AI-TRIAGE:cpp_fixme_comment,proto/bfd/io.c,282,MEDIUM,,
FIXME comment — developer-flagged unsafe code: /* FIXME: this init should be elsewhere and thread-safe */,VULNERABILITY,BLOCKER,,,external_AI-Triage-v8:AI-TRIAGE:cpp_fixme_comment,AI-Triage-v8:AI-TRIAGE:cpp_fixme_comment,proto/bfd/io.c,395,MEDIUM,,
Null pointer dereference after failed allocation: tmp = init_cmd = malloc(len);,CODE_SMELL,MAJOR,,,external_AI-Triage-v8:AI-TRIAGE:nullPointerOutOfMemory,AI-Triage-v8:AI-TRIAGE:nullPointerOutOfMemory,client/client.c,106,MEDIUM,,
Operator precedence ambiguity: if (skip_nexthop),CODE_SMELL,MAJOR,,,external_AI-Triage-v8:AI-TRIAGE:c_S5261,AI-Triage-v8:AI-TRIAGE:c_S5261,nest/rt-table.c,2471,MEDIUM,,
Function declared implicitly: while (1),CODE_SMELL,MAJOR,,,external_AI-Triage-v8:AI-TRIAGE:c_S924,AI-Triage-v8:AI-TRIAGE:c_S924,proto/bfd/io.c,488,MEDIUM,,
alloca() with network-controlled size — stack DoS: eattr *b = alloca(n * sizeof(eattr));,VULNERABILITY,BLOCKER,,,external_AI-Triage-v8:AI-TRIAGE:semgrep_vuln_rules_rules_c_raptor_insecure_api_alloca,AI-Triage-v8:AI-TRIAGE:semgrep_vuln_rules_rules_c_raptor_insecure_api_alloca,nest/rt-attr.c,579,MEDIUM,,
Flexible array member used: const struct adata empty_as_path = {};,CODE_SMELL,BLOCKER,,,external_AI-Triage-v8:AI-TRIAGE:c_S946,AI-Triage-v8:AI-TRIAGE:c_S946,nest/a-set_test.c,41,MEDIUM,,
Function has too many lines: if (p->cf->interpret_communities &&,CODE_SMELL,MAJOR,,,external_AI-Triage-v8:AI-TRIAGE:c_S912,AI-Triage-v8:AI-TRIAGE:c_S912,proto/bgp/attrs.c,1778,MEDIUM,,
Division by zero: int t = PREFIX_BENCH_NUM / n;,CODE_SMELL,MAJOR,,,external_AI-Triage-v8:AI-TRIAGE:c_S3518,AI-Triage-v8:AI-TRIAGE:c_S3518,filter/trie_test.c,520,MEDIUM,,
"Function has too many parameters: babel_auth_check(struct babel_iface *ifa,",CODE_SMELL,MAJOR,,,external_AI-Triage-v8:AI-TRIAGE:c_S107,AI-Triage-v8:AI-TRIAGE:c_S107,proto/babel/packets.c,2025,MEDIUM,,
Operator precedence ambiguity: for (t = 1; t < max; t++),CODE_SMELL,MAJOR,,,external_AI-Triage-v8:AI-TRIAGE:c_S5261,AI-Triage-v8:AI-TRIAGE:c_S5261,sysdep/linux/netlink.c,851,MEDIUM,,
Function declared implicitly: while (len > 0),CODE_SMELL,MAJOR,,,external_AI-Triage-v8:AI-TRIAGE:c_S924,AI-Triage-v8:AI-TRIAGE:c_S924,proto/bgp/packets.c,502,MEDIUM,,
Null pointer dereference after failed allocation: Line 72: new = malloc(size);,CODE_SMELL,MAJOR,,,external_AI-Triage-v8:AI-TRIAGE:nullPointerOutOfMemory,AI-Triage-v8:AI-TRIAGE:nullPointerOutOfMemory,client/commands.c,78,MEDIUM,,
"Local variable shadows outer variable: eattr *e = ea_find(new->attrs->eattrs, EA_BABEL_ROUTER_ID);",CODE_SMELL,MAJOR,,,external_AI-Triage-v8:AI-TRIAGE:c_S1117,AI-Triage-v8:AI-TRIAGE:c_S1117,proto/babel/babel.c,2456,MEDIUM,,
Local variable shadows outer variable: sock *s = current_sock;,CODE_SMELL,MAJOR,,,external_AI-Triage-v8:AI-TRIAGE:c_S1117,AI-Triage-v8:AI-TRIAGE:c_S1117,sysdep/unix/io.c,2565,MEDIUM,,
Unused function parameter: void init(struct fib_node *n),CODE_SMELL,MAJOR,,,external_AI-Triage-v8:AI-TRIAGE:c_S1172,AI-Triage-v8:AI-TRIAGE:c_S1172,nest/rt-fib.c,720,MEDIUM,,
FIXME comment — developer-flagged unsafe code: /* FIXME: we should call sk_stop() for SKF_THREAD sockets */,VULNERABILITY,BLOCKER,,,external_AI-Triage-v8:AI-TRIAGE:cpp_fixme_comment,AI-Triage-v8:AI-TRIAGE:cpp_fixme_comment,sysdep/unix/io.c,1015,MEDIUM,,
if/else body without braces — dangling else risk: if (e->undef),CODE_SMELL,MAJOR,,,external_AI-Triage-v8:AI-TRIAGE:c_S3973,AI-Triage-v8:AI-TRIAGE:c_S3973,nest/rt-attr.c,997,MEDIUM,,
Redundant parentheses: if (((code == 6) && ((subcode == 2) || (subcode == 4)))),CODE_SMELL,MAJOR,,,external_AI-Triage-v8:AI-TRIAGE:c_S1110,AI-Triage-v8:AI-TRIAGE:c_S1110,proto/bgp/packets.c,3404,MEDIUM,,
"Function has too many lines: if ((!vrf_set || if_in_vrf(i, vrf)) && ((s = if_connected(a, i, &b, flags)) >= 0))",CODE_SMELL,MAJOR,,,external_AI-Triage-v8:AI-TRIAGE:c_S912,AI-Triage-v8:AI-TRIAGE:c_S912,nest/neighbor.c,156,MEDIUM,,
"Assignment inside condition: net *net_get(rtable *tab, const net_addr *addr);",CODE_SMELL,MAJOR,,,external_AI-Triage-v8:AI-TRIAGE:c_S833,AI-Triage-v8:AI-TRIAGE:c_S833,nest/route.h,321,MEDIUM,,
Null pointer dereference after failed allocation: byte *avaible_indexes = malloc(avaible_indexes_size);,CODE_SMELL,MAJOR,,,external_AI-Triage-v8:AI-TRIAGE:nullPointerOutOfMemory,AI-Triage-v8:AI-TRIAGE:nullPointerOutOfMemory,filter/tree_test.c,113,MEDIUM,,
alloca() usage — potential stack overflow: struct bgp_bucket *b = alloca(bucket_size);,CODE_SMELL,MAJOR,,,external_AI-Triage-v8:AI-TRIAGE:allocaCalled,AI-Triage-v8:AI-TRIAGE:allocaCalled,proto/bgp/packets.c,2442,MEDIUM,,
Local variable shadows outer variable: int tn = PREFIX_BENCH_NUM;,CODE_SMELL,MAJOR,,,external_AI-Triage-v8:AI-TRIAGE:c_S1117,AI-Triage-v8:AI-TRIAGE:c_S1117,nest/rt-fib_test.c,154,MEDIUM,,
FIXME comment — developer-flagged unsafe code: /* FIXME: this does not work if gw is changed in export filter */,CODE_SMELL,MAJOR,,,external_AI-Triage-v8:AI-TRIAGE:cpp_fixme_comment,AI-Triage-v8:AI-TRIAGE:cpp_fixme_comment,sysdep/unix/krt.c,567,MEDIUM,,
alloca() with network-controlled size — stack DoS: int *d = alloca(sizeof(uint) * ints);,CODE_SMELL,MAJOR,,,external_AI-Triage-v8:AI-TRIAGE:semgrep_vuln_rules_rules_c_raptor_insecure_api_alloca,AI-Triage-v8:AI-TRIAGE:semgrep_vuln_rules_rules_c_raptor_insecure_api_alloca,proto/perf/perf.c,38,MEDIUM,,
goto statement used: if (s->ip),CODE_SMELL,MAJOR,,,external_AI-Triage-v8:AI-TRIAGE:c_S1909,AI-Triage-v8:AI-TRIAGE:c_S1909,proto/ospf/iface.c,1088,MEDIUM,,
